,Generation,label
0,latest headlines on cnn businessnn googles google glass may be the most important technology in the world today but its not the only onenn this google street view car has a camera that can take photos of anythingnn googles chromecast has become a very popular streaming device but its also a great way to watch videonn googles home speaker is a great way to listen to music but its also a great way to control smart home devicesnn googles new android wear smartwatch is great but its also a great way to control smart home devicesnn googles chrome browser has become a very popular browser but its also a great way to control smart home devicesnn googles new google photos app is a great way to keep track of your photos but its also a great way to control smart home devicesnn googles google maps app is a great way to navigate around but its also a great way to control smart home devicesnn googles new google play music streaming service is a great way to listen to music but its also a great way to control smart home devicesnn googles google lens app is a great way to take photos but its also a great way to control smart home devicesnn googles new google play services is a great way to manage your apps and services but its also a great way to control smart home devicesnn googles new google play services is a great way to manage your apps and services but its also a great way to control smart home devicesnn googles new google search app is a great way to find the right information but its also a great way to control smart home devicesnn googles new google play music app is a great way to listen to music but its also a great way to control smart home devicesnn googles new google maps app is a great way to navigate around but its also a great way to control smart home devicesnn googles new google play store is a great way to get great apps and games but its also a great way to control smart home devicesnn googles new google wallet app is a great way to pay with your google wallet but its also a great way to control smart home,gpt2
1,china wants to take a victory lap over its handling of the coronavirus outbreak in its most populous provincennthe world health organization who said friday that china had stopped the spread of the virus in its biggest city shanghai for the first time since the outbreak began in marchnnthe who said the outbreak had been contained in five of the citys eight districts and no new cases were being reported in the citynnthe who said it was the first time the virus had been contained in a city although there had been previous cases in a number of cities in the countrynnthe who said it had also found no new cases of the virus in the countrys restive southern region of guangdongnnthe who is very pleased that the shanghai region has successfully halted the spread of the coronavirus who directorgeneral margaret chan said in a statementnnwe are particularly pleased that the virus has been contained in shanghai a city of more than 15 million people for the first time in the countrys history she addednnchina has a population of 13 billion of which more than 600 million live in the southern regionnnthe virus has sickened more than 400000 people in china the who said and infected more than 10000 people in other countries including the united states the united kingdom and francennthe who said the outbreak was still spreadingnnthe who said it was also investigating whether there was a link between the outbreak and the virus that killed at least 15 people in the united states last monthnnchinas top health official has called the outbreak a public health emergency and has vowed to take all necessary measuresnnthe outbreak is spreading fast and it is urgent that we strengthen our response to prevent further spread of the virus health minister chen jining said in a statement on thursdaynnthe who said that in the five districts where the virus had been contained there had been no new cases of the virusnnthe who said the virus was transmitted by contact with the bodily fluids of infected peoplennit said the virus was known to be spread through direct contact with infected people through the food they eat and through the air they breathennthe who has no new cases of the virus but we are worried about the possibility that other countries may have been affected who directorgeneral margaret chan saidnnthe who said,gpt2
2,coronavirus disinformation creates challenges for chinas government as it faces a number of challenges from domestic and foreign media the journal saidnnin november the world health organization who issued a warning to chinese health authorities about the spread of the virus warning that the virus is not only affecting people in china but could also spread to other parts of the worldnnthe chinese government has said it is making efforts to control the virus including monitoring and controlling the number of people infected and reducing the spread of the virusendoftextwhat is the purpose of this sitennthis site is dedicated to the history of the indian national army and to the indian armys indian army history it is intended as a resource for those interested in the history of the indian army and its history from the early years of the indian army to the presentnnthe site is dedicated to the indian army and indian army history and the history of the indian army is presented in the form of an interactive timeline the timeline is divided into several sections the primary section being the indian armys indian army history section the timelines are divided into different eras beginning with the period from 1857 to 1947 and ending with the period from 1947 to the present the timeline is divided into different sections the main section of the timeline is divided into the following sectionsnn1857 to 1947nn18571947nn1947presentnnfor information on the indian army and indian army history please click herennin addition to the timeline the site has several sections that will provide information on the indian army and indian army history includingendoftextsomerville ma  the somerville city council has unanimously approved a new bike lane along central avenue from north street to north avenue the new lanes will improve safety for bicyclists and drivers and will also provide an alternate route for pedestrians and bicyclistsnnthe new bike lanes will be installed along central avenue between north street and the mass avenue bridge the new lanes will provide a more direct route for cyclists and pedestrians and will be placed in the middle of the street the existing bike lanes will remain in placennthe new bike lanes will be on a 25mile stretch from north street to the mass avenue bridge they will be installed on central avenue between north street and the mass avenue bridge the new lanes will provide a more direct route for cyclists and pedestrians and will be placed in the middle of,gpt2
3,china coronavirus eating wild animals made illegal but ending the trade wont be easynnthe european union is to outlaw the trade of wild animals but not the use of their products despite calls from some animal welfare groups to go furthernnthe move which will be announced on thursday is the latest step in the eus drive to end the use of wild animals in european agriculturennit comes after a public outcry over the sale of wild animals to china where they are used in traditional medicinennin february the european commission gave china until 2017 to end the trade of wild animalsnnthe move comes amid growing concerns about the spread of the coronavirus cva in china which has affected more than 30000 people in the country killing at least 21nnthe disease was first detected in pigs in china in march 2015 and has since spread to other animalsnncva is a highly contagious viral disease that affects the heart lungs and brain it is spread by close contact with infected animalsnncva was first detected in pigs in china in march 2015 and has since spread to other animalsnnit has been linked to at least 21 deaths and has been linked to a number of other illnesses in china including mad cow disease and skin cancernnin the latest outbreak chinese authorities have closed some 14000 pig farms and closed shops selling meat from those farmsnnthe eu has also issued a warning to china that wild animals should not be used in traditional medicine and that they should be bred and sold in the eunnthe eus decision comes after a public outcry over the sale of wild animals to china where they are used in traditional medicinennthe commission has been working on the proposal for some time and it comes after a public outcry over the sale of wild animals to china where they are used in traditional medicinennthe commission has been working on the proposal for some time and it comes after a public outcry over the sale of wild animals to china where they are used in traditional medicinennthe commission is announcing today its decision to introduce a ban on the trade of wild animals in the european unionnnthe eu will also ban the use of wild animals in traditional medicine in the eunnthe ban will be effective from 1 january 2017nnthe commission said it had received a number of letters and comments from consumers and animal welfare groupsnnthe commission has received a number of,gpt2
4,chinas economy could shrink for the first time in decades because of the coronavirus according to a report released monday by the world bank and the world health organizationnnchinas economy could shrink for the first time in decades because of the coronavirus according to a report released monday by the world bank and the world health organizationnnthe report found that the countrys growth will slow from 78 percent in 2014 to 63 percent in 2015 and from 66 percent in 2014 to 64 percent in 2015nnchinas economy could shrink for the first time in decades because of the coronavirus according to a report released monday by the world bank and the world health organizationnnthe report found that the countrys growth will slow from 78 percent in 2014 to 63 percent in 2015 and from 66 percent in 2014 to 64 percent in 2015nnchinas economic slowdown is expected to continue in 2015 the report saidnnthe report said the economic slowdown is mainly due to the impact of the countrys economic slowdown and the slowdown of its top two export industries steel and coalnnchinas economic slowdown is mainly due to the impact of the countrys economic slowdown and the slowdown of its top two export industries steel and coalnnchinas economy is expected to contract by 04 percent in 2015 from the previous estimate of 07 percent according to the world bank reportnnchinas economy is expected to contract by 04 percent in 2015 from the previous estimate of 07 percent according to the world bank reportnnthe report said the global economic slowdown and the global financial crisis are the main factors behind the slowdownnnthe report said the global economic slowdown and the global financial crisis are the main factors behind the slowdownnnthe report said the global economic slowdown is mainly due to the impact of the global financial crisis and the global economic slowdown is mainly due to the impact of the global financial crisis and the global economic slowdown is mainly due to the impact of the global financial crisis and the global economic slowdown is mainly due to the impact of the global financial crisis and the global economic slowdown is mainly due to the impact of the global financial crisis and the global economic slowdown is mainly due to the impact of the global financial crisis and the global economic slowdown is mainly due to the impact of the global financial crisis and the global economic slowdown is mainly due to the impact of the global financial,gpt2
5,china and japans budding relationship in the time of coronavirus and the media has a lot of fun with it this is a fairly rare event and the cdc has not yet issued a public health alertnnso im curious what is the average length of time between the time the coronavirus was identified in the united states and the time it was detected in chinannits not really clear but its likely that the us and china have been working together for quite some time the cdc has a very detailed list of contacts of the us who have died from the virus and theres a good chance that theyve already had contact with chinese patientsnnthats why i was surprised to see a chinese story about this happening in china its not often that you see a chinese news story about a us person dying from the virus and the us government has not issued an alertnnhow can i helpnni think its important to get more information about the cdcs recommendations for the use of the vaccine theyre very specific and theres no way that you can prepare for a disease that has no known cure there are no vaccines against the virus the best you can do is get a vaccine to protect against the virus that you are currently exposed tonnfor people who are at risk i think its important that you get vaccinated the cdc has a page thats worth checking outnnand if youre worried about the virus i highly recommend that you take a look at this article on the cdcs website its a pretty comprehensive list of recommendations for people who are at risk of contracting the virusnnthanks and happy holidaysendoftextdetroit mi  a new study published in the journal of the american medical association has found that a womans risk of developing breast cancer increases by 15 times if she is a mother to a child born with a cleft palatennresearchers from the university of michigan medical school and the university of michigan health system conducted a study in which they tracked the health and lifestyle of 2844 women in the us who were between the ages of 50 and 74 at the time of their surveynnthe study found that women who had children with clefts had a 15fold increased risk of developing breast cancernnthe cleft palate is a large,gpt2
6,coronavirus is fast becoming an economic pandemic due to the rapid growth of the emerging pandemic of zika virusnnthe virus has been found in blood samples from several pregnant women in brazil as well as from an american touristnnaccording to a study published in the journal nature the virus has been found in the blood of five women in brazil as well as one in the us and the virus is spreading rapidly in the areannresearchers at the university of california san francisco ucsf found that the virus is found in the blood of five women in brazil as well as one in the usnnthe virus is found in the blood of five women in brazil as well as one in the us and the virus is spreading rapidly in the areannthe virus is found in the blood of five women in brazil as well as one in the us and the virus is spreading rapidly in the areannthe virus is also found in the blood of one american woman who visited the zika region of brazil and who returned home with a fevernnthe virus is also found in the blood of one american woman who visited the zika region of brazil and who returned home with a fevernnthe virus is also found in the blood of one american woman who visited the zika region of brazil and who returned home with a fevernnthe researchers said that the virus is not spreading in the area and it is likely that the virus has been slipped into the blood of the womennnthe researchers said that the virus is not spreading in the area and it is likely that the virus has been slipped into the blood of the womennna brazilian doctor who has worked in the area said that the virus is causing a serious epidemic in the areanndr armando motta said that the virus is causing a serious epidemic in the area and that the virus is spreading rapidly in the areannthe virus is also found in the blood of one american woman who visited the zika region of brazil and who returned home with a fever the virus is also found in the blood of one american woman who visited the zika region of brazil and who returned home with a fevernndr armando motta who has worked in the area said that the virus is causing a serious epidemic in the area and that the virus is spreading rapidly in,gpt2
7,a history of wuhan onetime chinese capital and coronavirus epicenternnwuhan capital of hubei province has been plagued by a virus that has sickened nearly 1500 people mostly young children since may the first case was reported on may 11 and the second case was reported on may 16 the virus has since spread to at least eight provinces in china and the number of confirmed cases is expected to risennthe first case was in the city of wuhan which is home to the worlds largest steelmaking industry the staterun news agency xinhua reported that the first case was a child who fell ill on may 8nnthe wuhan government said in a statement that the city has been closed for the past two weeks and that the virus has been contained the citys hospital has been set up to handle the casesnnin a statement the world health organization who said it is extremely concerned by the reports of cases of typhoid fever in china and has activated its emergency response teamnnthe who said it is monitoring the situation closely and is also sending a team to china to assess the situationnnwuhan has been the epicenter of a massive outbreak of the coronavirus which has sickened more than 1500 people in hubei province and southwestern chinannthe virus is transmitted by contaminated food and water and can cause severe acute kidney failure and death it can also cause severe respiratory illness and infants can be born with severe kidney failurennthe chinese government has declared three days of national mourning for the victims of the outbreak and has declared a threeday period of national mourning for the first casennthe outbreak is believed to be linked to a contaminated food supply in the city of wuhannnas of wednesday the who said that the outbreak has so far affected more than 1000 people in china but there is no specific number of people who have diednnthe who said that there is no evidence of a link between the outbreak and the 2009 h1n1 pandemic virusendoftextwashington reuters  the us government is preparing to spend billions of dollars on the next generation of nuclear weapons despite strong opposition from some members of congress a report on the issue showed on thursdaynna worker cleans up after a us air force b52 stratofortress nuclear bomb,gpt2
8,global stocks pull back from the edge after historic selloffnnthe dow jones industrial average fell 90 points to 2087875 the sp 500 lost 16 and the nasdaq composite lost 12nnthe paneuropean ftseurofirst 300 index fell 06 to 122033 the german dax index lost 03 while the french cac 40 index lost 02nnthe worlds largest banks including jpmorgan chase  co and bank of america corp reported weakerthanexpected quarterly resultsnnmoodys investors service cut its longterm credit rating for us banks to bbb from a citing the uncertainty over the 2016 fiscal and economic policies and the lack of clarity on how the fed will respondnnthe credit rating agency also downgraded us government debt to aa2 from aa1 citing the possibility of higher interest rates and the lack of clarity on fiscal and monetary policynninvestors continued to take the opportunity to buy stocks which have been on a tear fueled by a rally in the us dollar a strong us economy and rising expectations that the federal reserve will raise interest ratesnnthe dow jones industrial average has gained more than 1000 points since the start of the yearnnthe sp 500 is up about 1 this year the nasdaq composite is up more than 3nnwe are in a very different world now its not the good old days of the 1980s said charles mann chief market strategist at charles schwab its more like the 1990snnthe dow jones industrial average has gained more than 1000 points since the start of the year the sp 500 is up about 1 this year the nasdaq composite is up more than 3nnthe dow jones industrial average has gained more than 1000 points since the start of the year the sp 500 is up about 1 this year the nasdaq composite is up more than 3nnthe dow jones industrial average has gained more than 1000 points since the start of the year the sp 500 is up about 1 this year the nasdaq composite is up more than 3nnthe dow jones industrial average has gained more than 1000 points since the start,gpt2
9,chinese diplomat promotes conspiracy theory that us military brought virus to wuhannnthe city of wuhan in chinas hubei province has been plagued by a mysterious outbreak of strange illnesses which have been blamed on the use of banned insecticidesnna number of illnesses have been reported and the citys health department has urged people to avoid contact with contaminated areasnnthe wuhan government has been promoting a conspiracy theory that the us military brought the virus to the city in order to destroy its infrastructurennthe chinese government has also issued a warning to residents to avoid contact with the infected areannthe citys health department has issued a warning to residents to avoid contact with the infected areannthe city of wuhan in chinas hubei province has been plagued by a mysterious outbreak of strange illnesses which have been blamed on the use of banned insecticidesnnthe city has a population of approximately 25 million and is home to around 500000 peoplennthe citys health department has issued a warning to residents to avoid contact with the infected areannthe citys health department has issued a warning to residents to avoid contact with the infected areannthe city has a population of approximately 25 million and is home to around 500000 people the citys health department has issued a warning to residents to avoid contact with the infected areannthe city has a population of approximately 25 million and is home to around 500000 people the citys health department has issued a warning to residents to avoid contact with the infected areaendoftextcnn  a 16yearold boy was sentenced friday to life in prison without the possibility of parole for fatally shooting a 20yearold man at a park in miami gardens florida a police official saidnnjuan gabriel hernandez who was 16 at the time of the shooting had pleaded guilty to seconddegree murder in marchnnhernandez was arrested in march after shooting and killing 22yearold andrew torres who was walking in the park with his girlfriendnnhernandez admitted to the shooting after he and his mother called 911 according to a police reportnnthey said that hernandez had shot torres in the back and the bullet had gone through torres heart detective david carbone saidnnhernandez was at the park with his mother and his cousin according to the police reportn,gpt2
